content,score
黎苗族文化旅游公园，很有民族特色，公园环境优美，各种热带植物！黎锦是黎族文化遗产，这里的黎族村落，可以看到他们的风土人情，制作黎锦的老人！苗族居住山上，竹屋结构！山上有个索道滑翔，感兴趣的可以试试！每天有大型民族特色舞蹈表演！，主会场因有会议正在布置，看那架势也没有什么神秘的，就一个会场而已，一堆建筑罢了，门票还很贵125元,0
4月底去的槟榔谷，因为下雨所以没有预想的人多。里面分成几个区域，主要讲的是黎族和苗族的文化，很有地方特色，而且还能时不时的看到有老人在里面织布。空气非常好，一直只知道呀诺达是天然氧吧，没想到这里也是个氧吧，空气超级好！另外，游览的时候看到里面还有很多单独的小草房，建在山上，丛林中间，不知道是不是可以住在这里几晚呢？非常喜欢里面的鸟园，小鸟萌萌的，很通人性，颜色也特别干净。超级喜欢！但是呢，不能忽略的是商业性还是比较严重的，但是服务还算不错，价格正常！去海南的话值得去一下滴！里面的餐厅还不错，真比想象的旅游景点的饭好吃！不错！，非常完美的地方，风景优美，景色怡人，亚洲论坛会议中心，高端，大气，体现中国人的风格档次，园区规划的井井有条，就是电平车，有点少。,0
▲槟榔谷美食 三色饭是海南中部山区苗族人民的传统小吃，只有在黎族、苗族人民传统喜庆的节日，如“三月三”，苗族人民才亲手制作。 槟榔谷门票125元，电瓶车40元从槟榔谷 槟榔谷的交通： ①从三亚汽车总站乘坐开往保亭、五指山方向的客车，直接在槟榔谷景区下车，票价在14元左右，全程历时约45分钟。 ②可在市内乘坐出租车直接到槟榔谷景区，景区距离三亚市内约28公里。 ③三亚出发，驱车经田独镇，行至东线高速与中线224国道交汇处，左拐上中线224国道往五指山、保亭方向行驶10公里左右，即可到达。 ④海口出发，沿东线高速向三亚方向行使，下东线高速后至与中线224国道交汇处，右拐上中线224国道往五指山、保亭方向行驶10公里左右，即可到达。，博鳌亚洲论坛永久会址景区坐落在美丽的东屿岛上，是博鳌亚洲论坛年会的永久性会址，是诠释博鳌文化的所在地。景区里宏伟气派的现代建筑、智能化的会议设施、动静相宜的高尔夫球场、河海交融的旖旎风光、古老动人的美丽传说，演绎着人与自然的和谐。,0
槟榔谷，体验黎苗2个族的文化。对这个景区印象不错，寨子的人都很有礼貌，表演很精彩。见到了树西瓜，小朋友特别开心，景区口卖的水果和小吃种类很多，比市区便宜又好吃，而且越到景区口越便宜。，怀着对博鳌的希望而来，首先从博鳌高铁站下车后，却没有到博鳌小镇的公交车，路程30公里，没有办法只有打滴滴车，收费60元，交通不便，到了博鳌小镇，小镇保持这古色古香的建筑风格，餐馆感觉都是农家小馆，去了博鳌亚洲风情广场，广场建设的很美！可是却没有游客，博鳌小镇离玉带摊很近！可惜沙滩上垃圾太多！海水也没有三亚的好.第二天早晨，终于找到了一家早餐馆，是一家葱油饼店，葱油饼很好吃，只是凉菜里发现了头发，后堂的卫生环境不好，海南要创建世界一流的旅游景点，博鳌作为亚洲论坛的举办地点，这样的环境，交通不便，饮食健康令人很担忧！59个国家的国外游客来博鳌，恐怕会丢国人的脸,0
黎族文化风情的大荟萃，可以看到80岁老人织布，蜡染的场景。品蜂蜜炒椰子肉的美味，领略黎族传承百年的文化。初5去的，谷里很凉爽，玩的很好，绝对不虚此行。，景点就两个，一个大楼一个玉带滩，票价挺贵，有点不划算，玉带滩可以玩沙滩，大楼就是拍拍照，总体来说体验了一下元首们的生活吧！值得吐槽的是，厕所马桶全没有马桶盖，你说我们一个老百姓用马桶盖能咋样，太那啥了吧！,0
这次主要是带孩子出来涨涨见识，觉得槟榔谷属于黎苗文化，带孩子感受一下，还是不错的。我们属于自由行，从三亚汽车站坐到保亭的车，买到保亭三道的车票，上车之后跟司机打个招呼说在槟榔谷下就可以了，印象最深刻的是槟榔古韵实景演出，一个小时展示黎族文化精华，感觉还不错。结束游览出景区出口，就有很多专线直通车回三亚，这对自由行来说太方便了。，带着家人跋涉两千多公里来到海南，博鳌亚洲论坛会址和玉带滩是我们此行第一站，家人一起沿着景区转也不是很累。当然也需要慢慢的转悠才能体会到她的美，在玉带滩游览时需要注意最后一班船的时间。沙子比较粗，海浪也特别大，捡到好多贝壳。建议：玉带滩的沙滩摩托需要管理规范一些。,0
据说是列入世界级文化保护遗产的5A级民族景点，住的是嚟苗人家，对于民族文化感兴趣的朋友还是很推荐的，他们家的表演也蛮不错的（需额外售票100），景点中还有一些购物店，例如银器，苗族药，手工纺织品等，喜欢的可以入一些；对了，票里还附赠滑索，很小的一段，安全措施OK的，推荐玩玩！，景色很好，各种广场标识物设计独特精致，主要是论坛的会议楼酒店的设计更独特新颖，值得一看。玉带滩的那一边是另一样的风景，一望无际的辽阔海洋，看海浪拍打沙滩，惬意舒适凉爽。滴滴司机告诉我，玉带滩的沙粒大小均匀，我带着这个遐想来的，没发现啊,0
非常值得去的地方，了解黎族和苗族文化的好地方。建议走路慢慢行，最好再雇个导游，这样对文化的讲解会很详细。园内的黎族阿婆真的是全身都有刺青，并且在用传统织布机织布。这个手艺，文化即将失传，当地的年轻女孩大部分都不会了，有些可惜了！园内还有个1小时左右的表演是需要再购票的。最后，关于小吃和水果：入园前买的香水菠萝，10元3个。快出园了就可以10元5个香水菠萝！，第一次来到这里，感觉还是很不错的。沙滩上也算比较干净了，比起其他地方的沙滩来说还是很干净的，没有那么多的垃圾，就是地方太小啦，大海很蓝，没有污染，照相还是特别的漂亮。提醒各位，参观会馆一定要围绕会馆转一圈，因为有几个参观口，还可以照相的。总之，还是比较开心的一次游玩 ！携程买票就是方便省钱！。就是一定要记得参观景点二小时之前要购买才能取票,0
我觉得这是必去的地方 他能让你了解这个民族的历史 里面有导游小哥免费讲解 但是它们都会带你去有卖东西的地方 你愿意买点就买点 不愿意买就拉倒 不过 椰子片挺好的 可以买两包带给朋友 毕竟人家给你讲解 买点东西也是互相帮助嘛，博鳌亚洲论坛会址 名声早已在外 这次来海南 列入第一天行程 论坛会址场馆建设颇有热带风格 在电视上见到的领导人讲话的主席台 也可以上去体验一番 博鳌地理位置特殊 是万泉河入海口 可以同时看到江河海 海水湛蓝 蓝天白云 云朵泛着丝绒般的光泽 美不胜收 玉带滩上偶遇当地人钓鱼 趣味横生,0
去三亚旅游值得一去的地方……也是让我印象最深……而且还想再去的地方……那里充满的黎族的风土气息……走在那里的小路上……是让人那样的舒服……高高的摈榔树……可爱的黎族小阿妹……还有让人难忘的大型表演……总结一句话……那是一个让你去了不觉得后悔的地方……，我们到这里时的前一天一带一路论坛刚结束。为控制车辆拥堵，让把车停在国宾馆对面的停车场，安排免费电瓶车到会址处。停车场处有水果售卖，价格很公道。会址处环境自不讲，处处洁净而且全免费，精心设计的摄影点也随便在此照相，如此高大上的地方处处惠民接地气，赞！,0
很难忘的一次旅途，让我见识了黎苗的文化，黎家的阿哥阿妹热情好客，纹身阿婆织锦亦不赖，吃遍了这里的小吃，回味无穷，在导游的带领下，买了自己喜欢的手镯，可以用说刮痧泡水喝，这是黎苗族的一种土方法，自己还尝试了呢，真的有效，还有舞蹈，真是威武壮观，一辈子都忘不了，值得来。，博鳌亚洲论坛永久会址景区座落在美丽的东屿岛上，这里有河海交融的旖旎风光、、智能化的会议设施，是诠释博鳌文化的所在地，秀丽的景色和名胜古迹集于一地，被人们誉为奇妙的南国风光画卷，值得一去。,0
这里值得一游：1）景色很美，节目表演完整讲述黎族人生活习惯和服饰；2）景区导游路线设计合理，介绍全面；景区内即有实物，又有博物馆；生动介绍黎、苗两族和谐相处的生活；3）景区导游服务态度和蔼可亲，特别给我们做解说的程杰导游，知识渊博，解说详细，让我们很好的了解黎、苗两族的发展历史。80元钱花的不冤枉。不愧为中国5A级景区称号。，总体感觉还行，期待不高所以失望也不大，会址外观和会议厅高端大气，高尔夫球场绿地看着清新怡人，玉带滩确是奇幻，一边河水平静，一边海浪滚滚拍岸，只是商业味太重，很多小贩推销东西，有些乱糟糟,0
在大东海公交站，碰到租车师傅，人好，给我们介绍的地方，又开车送到，雨中帮买票，帮介绍，正碰下雨，景色更美，白烟环绕，雨后天晴，看的表演，植物很多，环境很大，希望在来，下车有大巴在出口，回市区。，10年前去博鳌，只觉得博鳌只论坛会址这儿不错，今年再去博鳌才知道博鳌已经是一个规划，布局很不错的地方。既有现代化的建筑，又有乡土气息，还有鱼村，和古玩谭门镇，不错。,0
说实话，这个景区我来过两次，两次下来都是一个感觉，商业化越来越浓烈了。感觉很不好。工作人员也不友善，各种卖东西的，什么都贵。而且很重要一点，景区也没什么可以看的，奇了怪了，5A花钱买的吗？，进入会址区前有岗亭发收费凭证，不入住酒店出来要收费，进入后会址免费参观，也可买船票到玉带滩，景色还好，里面就一高尔夫球场及酒店和会址，趣味性一般,1
黎族非遗产物质文化，国家5a景区，挺有特色的，就是去参观黎族和苗族的住宅区，里面的内导是当地居民，里面有做黎锦的纹身阿婆，也有会手工做银饰的阿哥，我比较喜欢。每到整点所有人会停下来跳舞。，就冲博鳌去的，住在东屿岛，永久会址边，这里安静，环境美。不足之处是交通不方便，进出只能叫出租，价格贵，吃饭也贵，娱乐性的活动也是高大上的高尔夫。,0
去的时候看了评价，不咋的～有点后悔有点被骗的感觉～真的去了感觉还挺好的～接送，门票，电瓶车上下山，滑锁，中饭一共198~一日游价格挺好的～很实惠，里面没有强制购物，想买就买，买了很多～，亚洲论坛会址和玉带滩是一起的门票，携程上买比窗口便宜，窗口要125。论坛会址比较高大上，拍了张全家福。玉带滩比较适合年轻人玩，我们去的时候下雨，海浪很大，冲上来浪花很好看。值得一去！,0
去槟榔谷的路程稍远，还好一路上导游耐心讲解，第一次看到槟榔树，景区民族氛围相比较浓，也有小吃街和卖小配饰的地方，在这里也亲眼目睹手工编织工艺，大多数都是六七十岁的阿婆一手编织纯手工制作，且少数阿婆身上布满纹身，面部也带有纹身，这在当地算是非物质文化遗产了。另外演出也值得一看，讲述了槟榔谷人们的生活劳作。美食方面槟榔谷的烤黑猪肉非常好吃，一定要尝，庄严的一个会场，这是亚洲和国际社会所看重的领域，符合世界经济发展潮流；海南博鳌是一个专门为论坛设计的集生态、休闲、旅游、智能和会展服务为一体的综合功能区，有着十分宜人的自然地理环境。,0
槟榔谷的全称是“甘什岭槟榔谷原生态黎苗文化旅游区”，地处三亚市与保亭县交界处甘什岭自然保护区境内，因景区两边森林峻峭，中间是一条连绵数公里的槟榔谷地，故称槟榔谷。它是一个多民族、多文化、多形态的复合型旅游风景区，分为原甘什黎村、原生态苗寨、神秘雨林等多个景区。在这里可以了解到黎族的发展历史、苗家人的“蚩尤文化”以及风光旖旎的甘什岭山脉。，来海南一星期了，前面我们一家都是跟团一日游，今天呢，我们想体验一下真正的自由行。2月10日晚，通过携程网订购了博鳌论坛玉带滩一日游套票。比景点现场买票要便宜。2月11日我们睡到自然醒，然后乘车到景点4号口取票，只需把手机的二维码号报给服务人员，一会儿就取到了票。之前看网评说服务人员态度不够好，可我遇到的服务人员彬彬有礼，和蔼可亲。在这里给景点服务人员点赞。然后取票口的左侧排队二十几分钟存电瓶车或大巴车到博鳌论坛永久会址，一下电瓶车，博鳌论坛的外观气势磅礴，宏伟绝对的高大上哦。自由行就是任性哦！我们慢悠悠的选最佳景点进行拍照，进入会议厅内。左右两侧是会议接待室。豪华高大上。我们也选择了最佳点拍了照。然后漫步参观会址的周围环境点赞，再点赞，值得一来。随后排队上游轮到玉带滩参观。一下游船真的好神奇呀，一边是静静的河，一边是汹涌澎湃的海，玉带滩上的游客很多，还提供一些简易的小亭子，让游客休息，我们在这里吃了一些自带的食品，就开始海边河边交替的拍照，真的是好爽啊。总的感觉在携程网上买票取票都很方便。景点的电瓶车和游轮服务人员管理到位，很有序。一次非常愉快的自由行。全部给五星哦。,0
对于一个旅游景点来说，槟榔谷的服务意识已经非常好了，自驾开车过去景点停车不用停车费，景区标识特别清楚，而且景区小吃也还算多，基本不用吃正餐。大型表演把黎族的文化、生活展现得特别精彩。纪念品价格可是非常贵呀！说老奶奶编织的布巾是黎族的LV。非常形象。，博鳌必去景点。我买的套票，玉带湾永久会址加往返电瓶车。玉带湾的一面是波涛汹涌浩瀚飘渺的南海，另一侧是平静的万泉河，很神奇的自然景观，一定要到三江入海口那里看看，最能体会到不同。永久会址可以上到主席台拍照留念，东屿岛上空气很好，今天运气好见到太阳气温回升，景色就很好，中午在论坛大酒店吃的韩式烧烤，然后在酒店温泉泡了一会儿，很享受的一天！,0
去呀诺达的路上正好路过 可以在这里体验当地黎族的生活 很不错 在携程买了租衣服的套餐 但里面貌似有两个地方都可以租 去错了地方 但那里的阿妈也很热情，永久会址景区内有几个重要景点，一是会场、一是玉带滩、还有就是祈运台。 玉带滩是坐船过去的，其实就是海里的一个沙滩带，我们在海边散步了一会就坐船回去了。 会场只开放了一部分，可以坐在讲台上拍照，根据领导的坐席收费。 还是祈运台比较有意思，祈运台（龙颈穴）是精气集汇之处，去那里祈福有个小小的仪式，我们按照说明完成了仪式祈福，旁边的游人都傻眼看着，我们却乐在其中，心诚则灵嘛！,0
槟榔谷人文的风情浓郁，可参与很多互动体验活动，山栏稻，树皮衣，黎锦，龙被，槟榔树推断女儿的年龄，可以长很多知识，再品品美食，悠闲，推荐，领导人都去了，说明不错，所以有机会也应看看。亚洲论坛永久会场，玉带滩，三江入海口，成片的高尔夫场地等等，还是值得一看的。如果住那里的酒店感觉会更好了。,0
还算不错的景区，体现海南的黎苗文化，里面的布置也很有特色，刺面、织布。还有一些文化和历史在里面。还有高空滑索等娱乐设施。里面有一场槟榔谷韵。火把舞和竹竿舞很好看。值得推荐。，博鳌会议中心还是值得一去的，不过要在过桥前买票或者取预订票。自驾可以进入到会场大楼外面的停车场。坐船到沙滩很有意思，可以看到两种不同的浪，外面的浪大，里面的浪小。,0
真心很美的一个地方，比其他任何地方都很美丽， 我喜欢这里面黎族人淳朴民风，里面的小吃也很好吃，特别是猪肉片、现在想想都流口水啊，博鳌论坛如果不进主会场只是在外面照相是不用买票的，正门发门外有个特技照相挺好的，168一套，有视频有照片，人物像孙悟空一样，腾云驾雾的在海南各个景点上，特有趣。会场里其实没什么意思，花70块钱进去就是拍几张照。,1
海南槟榔谷黎苗文化旅游区，创建于1998年，首家民族文化型5A级景区，海南民族文化的“活化石”。其坐落在万余棵亭亭玉立、婀娜多姿的槟榔林海，并置身于古木参天、藤蔓交织的热带雨林中。槟榔谷因其两边森林层峦叠嶂，中间是一条延绵数公里的槟榔谷地而得名。景区由非遗村、甘什黎村、谷银苗家、田野黎家、《槟榔&#183;古韵》大型实景演出、兰花小木屋、黎苗风味美食街七大文化体验区构成，风景秀丽。景区内还展示了十项国家级非物质文化遗产，其中“黎族传统纺染织绣技艺”被联合国教科文组织列入非物质文化遗产急需保护名录。，我爸想要来这边看，下午四点半到的门口要125/人网上便宜但是要提前两小时预定，我就定的后一天的票，中午十点半来的排了好长的队取票，网上订票是4号窗口取票，可是窗口没人，我就在隔壁窗口问能不能取网上的票，那女的也不理我，问了好几次也是跟没看见我一样，无奈我就去别的窗口排队，排了半个多小时到我了跟我说去四号窗口取票，我问你的时候你怎么不说？我拍了半天队又要我重排！我还得返回去4号窗口！服务态度很糟糕！论坛嘛就是开会的地方就是个人不感兴趣老人要去，玉带滩就是个沙滩 沙滩左边是河右边是南海，岛浪很大 其它没什么可玩的 我们自驾游买的套票观光车也没用，感兴趣就来吧 网上买票还是合算很多的但是要提前买票，4号窗口取票！,1
还行吧，里面东西特别贵，，如果想吃东西推荐自己带，一瓶水1快里面卖10块，小吃街的话还好，里面的少数民族的人特别热情，见面都会打招呼，主要就是感受少数民族的文化，博鳌亚洲论坛永久会址和玉带滩景色都很美，春节期间是旅游旺季，游客很多，如果平时有时间慢慢游更好。另外，从琼海市到景点，公交不方便，要坐2路车到博鳌镇，再坐13路到会址售票处。如果有老人小孩同行，最好还是打的，打表计费60多元，春节期间不打表，120-150元:）,0
海南槟榔谷黎苗文化旅游区，位于保亭县与三亚市交界的甘什岭自然保护区境内，中国首家民族文化型5A级景区。景区坐落在万余棵亭亭玉立、婀娜多姿的槟榔林海，并置身于古木参天、藤蔓交织的热带雨林中，历史悠久而神秘莫测。现代社会的快速发展，一些历史文化与民族工艺正逐步走向濒危与失传，槟榔谷将一批濒临失传的黎族苗族传统技艺和正在消失的海南本土文化现象，精心的保护和保存了下来。，永久会址和成立会址是俩地方。永久会址用于目前每年的会议，图一是可以花钱照相，立即可取，有个专门小讲台，可以站在那里让人拍照。如果不想花钱，就到一边的台子上。会议中心要买票参观，主席台上可以排队照相，有收费的，也可以自己照。,0
黎苗族居住地，民族特色景区，热带雨林风光，槟榔树，菠萝蜜树，椰子树等，黎锦是黎族文化精华，看到了传统黎族民居，体验了他们的生活方式，有在手工制作黎锦的老人！苗族景区位于山上，体验了他们狩猎表演！总体感觉很好，对这种民族特色景点很感兴趣！，这个景点绝对是坑逼中的王者！史上最烂景点没有之一！老子第一次被雷的叹为观止！125的票价玩到你怀疑人生！首先票价就很不理解 有个号称吉尼斯纪录的什么三江入海口 就是一个寸草不生的破沙滩 上面连个卖水的活人都没有 就一群游客上去 有的拍照都懒得拍 就等着坐船回来 回来游船还要给你推销什么纪念品。这时候你就想 那咱不去坐船不看了嘛 不好意思 你坐不坐船去看 都一个一个票价。然后就是说到本次的重点博鳌会场了。丝毫没有什么恢弘磅礴 就尼玛一个演讲台上面摆个旗！上去啪啪啪两个演讲台拍张照片下来 48一张。然后就结束了！！！对！结束了！你没有听错！出来你就可以滚蛋了！本次旅行结束了 转了一圈回来想想 这一下午都特么干啥了……干啥了…,0
