content,score
2019顺顺利利平平安安健健康康快快乐乐，感谢王导陶导的服务！,0
2天一晚的行程安排的挺好没有浪费时间，该去的景点都去了，也不会让人觉得很紧凑。房间空调电视热水都有也蛮干净还有早餐，赵导挺热心，对我年迈的母亲很是照顾，在这里要多谢他。拜佛祈福也是讲解的很细致。很满意这次的出游！,0
2天的行程基本上来说还是有点紧张，神农架的空气很清新，景色真的很美。,0
2天行程安排的很不错，王导游很好，一路在讲解，为了2小时滑雪一直在路上，值了～～,0
2日1晚普陀山之行圆满结束，非常感谢马导及赵导！你们辛苦你了！讲解很专业、服务细心又周到，一路上有你们很开心，期待下次相聚！,0
2日游安排的很好，什么都不用操心，谢导游也带了很多精彩的讲解，非常棒，5星！,0
32696这次行程比较满意，非常感谢我们的导游。非常辛苦。黄金周人超级多！景区很美！,0
3天2夜的行程很愉快，朱导尽心尽责，人也很热情，很开心的一次出行,0
3天2晚的行程，整体不错，凤凰客栈住着不想走，导游也很好??,0
3天的旅行还是非常值得的。不过天门山太惊险了，下次请我去我也要考虑考虑啦。可能是自己太胆小吧。凤凰古城的夜景芙蓉镇的瀑布都很美，有机会还想再去！住宿条件很好，吃的也可以，行程跟实际相符度很高。导游非常专业，服务态度非常好。,0
3天的行程安排不错，全程没有走回头路，没有强制去购物，需要爬山的地方基本都有交通工具，整个行程比较轻松，导游人很不错。全程豪华大巴车，司机师傅很棒，开车很稳，提前打开空调。。行程不错，张家界景色也很好，防疫措施很到位，值得推荐。,0
3天短途旅游圆满的结束了，行程安排的很合理，导游非常的风趣幽默，对游客很负责，对景点的讲解很到位，让我们对湘西的文化有了一定的了解，天门山，风景很美，大自然的鬼斧神工，凤凰古城很有特色，让人感到很惬意，悠然自得，欣赏凤凰古城的美,0
3日2晚的张家界和凤凰古城行程感觉很舒服，景点儿没有很赶时间，住宿也满足3人间，住宿条件虽不能跟省城比但是干净整洁。很好！带父母来玩儿没有很累，车子安排的也很舒服。阿宽讲解风趣幽默，不夸大其词，实话实说，安排计划和时间都很不错，有问题找他询问都及时回复，服务很到位很好！点赞！又帅又负责的导游！魅力湘西的室内表演很推荐，能够很直观的感受到湘西风情和文化。,0
4人客服给我们升级了独栋别墅，酒店住的是真的好。导游很专业，从第一通电话到安排车每天的团餐酒店就可以看出来很老套。值得信赖,0
666一次体验，相遇最美32个赞????,0
6月随着疫情的缓解，决定从长沙转的张家界和凤凰古城，于是在携程上提前看了旅行团，抱团去张家界和凤凰相对于是方便的。其实旅行除了有一个好的游玩心情以外，还需要一个好的导游，有幸在这遇上了向慧慧导游，小姐姐不仅好看，通过这几天的接触，从性格到文化知识上面，都让人感到此行无憾，旅行社安排的酒店都很完美，碧桂园的幽静，凤凰的临江，让旅行的心情特别开心。再次感谢导游的热情，更多了也感受和学习到了苗族人的本土文化和风情。下次如果有幸再来，希望还会遇上燕子导游。,0
??????????导游很热情，全程服务很到位。,0
????导游的讲解hin有意思!玩的也hin好!酒店吹爆!⊙▽⊙,0
????很好，下次再来,0
LUNG13:39:34;张家界凤凰三日游带给我无以伦比的享受，在第一天的玻璃桥中，带给人的是刺激，当时还下了些毛毛细雨，使得玻璃上残留了许些小雨滴，也打散了人们的恐惧，过完玻璃桥迎来我们的便是大峡谷，在大峡谷中我感受到了大自然的鬼斧神工，那一串串激流勇进的瀑布，那一个个天然的山洞，我穿过山，感受大自然的气息，一幕幕都在我内心深处留下深深的印记，当我们步行许久坐到船上时，水波荡漾，远处的美景忽远忽近，带有一种朦胧的美丽，随后在晚上我们有自费观看的魅力湘西，一天都疲惫在节目的洗礼下缓缓散去，那震撼人心的特效，那耐人寻味的民族文化，带给我们视觉和听觉上的冲击，晚上回到酒店我还在回味，回味魅力湘西，第二天我们去到了天门山，不得不说天门山是我这次旅游中最开心，最受影响的一次，造化钟神秀，阴阳割昏晓，用这句词来形容天门山再好不过了，我们坐着索道上山，那种俯视山脉的感觉真的太好了，我们从山中穿过，置身于云彩之中，山中有云，云中有山，我不禁感叹大自然的神奇，那蜿蜒曲折的山路使人久久不能忘怀，当天的雾对这景色真是点睛之笔，那种朦胧的感觉，令人难忘！另外导游合理安排；服务态度好！感谢！,0
lv656司机技术很好，导游刘舒很贴心，全程安排得很合理，就是旅途有点远。建议大家多带零食,0
N次刷普陀山了不过这次是帅锅毛导热情又幽默行程很充实讲解很专业棒棒哒,0
That'saverygoodfeelingontriphere...weatheriscoldthough.weenjoyed.ilikethesceneryinPhoenixtown.peoplehereiskind.,0
 形成安排紧密，讲解意思建议明瞭。十分满意。 ,0
 来到张家界，你会被这里的山、水所感染，这里的山是那样的繁茂，这里的水是那样的清澈干净，但是这仅仅是一点，这不是张家界的全部。向导很贴心热情，讲解到位，风趣的谈吐，十分丰富的导游经验，热情的豪爽的性格，这次旅行非常舒心很有意义，,0
 王导服务很好????下次再来,0
"…普陀山之行圆满结束,感谢王导的陪伴，天气虽冷，人很暖",0
、首先非常感谢泡菜导游，为我们忙前忙后的，是非常的有责任心，把我们这些游客当成家人一样对待，讲解的也非常好。行程安排的也挺合理的。过程中没有任何购物确实是纯玩的。如果你对张家界不是很熟悉的话报团是个非常不错的选择哦！,0
一下车才知道我们的导游是一位小美女哦！第一次见面就给人一种特别的亲切感，讲解很仔细，拜佛途中都是很细心的讲解和指导！很负责。这次旅途很完美！大家都很开心！,0
一个人出来，报团省心省事。,0
一个人去的，朱导讲解的挺好的，幽默搞笑派。除了玩的很累，其他都不错,0
一个人的旅程，很有幸遇到讲解非常仔细的导游王导，还有美美哒小余导游，热情耐心，希望下次来还能有缘跟你们带的团，,0
一个全程无购物，住宿高大尚，出行安排及其舒适的一个文化旅游线路。郑州一晚升级5星级宾馆，位居当地宾馆前三（听当地同学说）。我们选的是洛阳进开封出，第二天入住郑州，我们一家三口为中原厚重的历史文化而叹服，而名星导游杨书英全程周密安排，认真讲解，贴心服务更为此次旅行增添了无限乐趣与温馨。就连小孩也感到意犹未尽，尤其对开封清明上河园情有独钟，园内大宋文化还原得可圈可点，节目表演精彩纷呈，其中的《岳飞枪调小梁王》印象最是深刻，看罢我居然潸然泪下。此外，园内还有孩子游玩的设施，在这可以呆一天，孩子说下次还要来这里。总之，很愉快的一次文化之旅，很好的一条线路，既适合大人，又适合小孩，感谢杨导！感谢携程网！,0
一个景点门票、两个去民俗小巴自费，其余都是旅行社出，于导会告诉你请香价格，吃团餐价格，但是都是自愿随缘，可以自理，民宿属于小家雀五脏俱全的那种，时间匆匆忙忙，但是于导认真负责，又赶上下雨，在雨中等我们，给你个赞，明年我们继续和你结缘！,0
一切非常顺利，当地景色美，人也美，蒋云鹏（三哥）导游人品服务态度赞赞！推荐,0
一切顺利，下次一定要来,0
一句话，爱上了旅行！难忘的瞬间！难忘的风景。！,0
一场旅行一次缘分感谢吴导游及时送药(●—●),0
一如既往的好，毛导也很负责,0
一如既往的满意????,0
一定要冬天来，冬天是淡季，人少景色美，少了许多排队的拥挤烦躁。个人最喜欢天门山，真的太美太美了。从游客中心坐着缆车一路上山，缆车好像也是世界最长，全程要坐28分钟。到了山上，看到那些云雾和雾凇太震撼了，整个就是一个银装素裹的世界，随手一拍都非常好看哈，就是背景都是白色，可以在造型上花一点小巧思，带点***这种亮色拍照应该会更好看哈！！还有一个问题就是，路上都结冰了，非常滑，最好在开始前准备好防滑鞋具，不然真的会摔跤！,0
一次不错的旅行，安排妥妥的，谢谢，天气热,0
一次很不错的旅游行程，各方面都不错，导游也很贴心，住宿也很干净，下次还选择携程旅游,0
一次很不错的旅行，唯独一点路上的时间太久了！,0
一次很满意开心的出游。改变了我对跟团游的看法。导游江华，佳慧讲解的认真仔细，多才多艺，幽默风趣，体贴入微。超级????????,0
一次很顺利的祈福之行，第一次一个人报团，满怀期待又多种担忧，但好在遇到了一个负责的美女导游，不对，是两个，哈哈????从下车开始，两个导游就一直给我们说行程安排，下一步做什么该去哪，简直太贴心了。记得讲解的陶导游说，她会把每个游客都当成是第一次来普陀山对待，讲解。嗯！是个很负责任的小姐姐，点赞点赞~????解说的很详细，填充了很多知识盲区，佩服小姐姐的记性，说话也很有感染力，共青能力比较强，一直在尽力为来祈福的我们考虑~带的行李多也不怕，会有人负责来回托运，价格合理公道。十块钱买不了吃亏买不了上当，但能让两天的祈福之行，轻松很多，不用负重前行。认识了一个同样一个人来的小姐姐，慢热的我，居然和她有很多话说，也是很神奇了。很多观点出奇一致，感恩相遇，萍水相逢，倍感亲切。信仰也许不能帮我们解决问题，但一定会给我们带来解决问题的勇气！希望此行，所求皆所愿，所盼皆所期。,0
一次愉快开心的游历。蒋云鹏导游，解说详尽，知识面广博，服务热情周到，尽心尽责，赞一个。,0
一次愉快的旅游导游胡小鸽对我们的关照很周到，给个大大的赞,0
一次愉快的旅行，张家界风景壮美，导游阿峰服务态度很好，服务周到，热情，吃住行安排的很贴心，满意！特别是住宿干净，宁静，品质高，。谢谢！,0
一次愉快的求佛还愿????之旅，导游很负责认真，全程无购物,0
一次成功的旅行，豆豆导游非常尽职尽责，人也热情直爽，为我们仔细安排好行程，又非常关照老人，途中讲解也引人入胜，让我们在玩的同时也了解到很多张家界风俗趣闻，真希望我们的旅程再长一些。酒店也不错，因为是小团，老人口味比较清淡，想要团餐的菜式有些改变，她也会与酒店老板去沟通，尽量满足我们的要求，希望有机会下次再来。,0
一次较满意的旅游，行程安排合理，小朱导游认真负责，讲解到位，食宿都还行，就是酒店早餐稍差点,0
一次非常不错的旅行，只选对的，不选贵的。,0
一次非常不错的行程，唯一不足的就是天门山雨天雾大，做缆车下的时候被风景美震惊了,0
一次非常完美的祈福之旅，导游安排的非常合理，谢谢,0
一次非常愉快的旅行～真的特别开心，李导人特别好，三天行程也不是很紧，关键风景好哇，真的非常值得来玩，幸好当时决定报团，如果是自驾游还好点，像我们学生还是跟团玩安心呐，除了凤凰那一晚的酒店...emm，其他都能接受，总之，这次旅途非常愉快~????,0
一次非常棒的旅行，跟好朋友去的，行程安排好，导游也很热情，贴心,0
一段愉快的旅程从初见小仙女开始，带着我们游山玩水打尖住店，虽然嘴上总说自己痴痴傻傻，但我们都被他善良活泼可爱的天性感染，很好的一段旅程，????小仙女！,0
一段难忘的暑期出游经历，出游前为了躲避疫情，选择来到长沙，来到张家界，谁知这里会成为风暴中心。旅游过程中得知疫情波及到张家界，过程中会有忐忑，但是回想起来难忘而美好。携程的纯玩团体验感非常好，第一天的张家界玻璃栈道，滑索，滑道超级好玩，孩子们勇敢地自我挑战，玩后直呼过瘾，张家界大峡谷让我们体验到它的静谧之美，游客当天下午不多，可以在其中尽情地拍照，游客中心大叔非常热心，在工作闲暇之余还帮游客拍照，超级nice。令人惊喜的是晚上的免费升级别墅，专车接送，环境很好，孩子们很高兴，睡的也很好。芙蓉镇凤凰古城都很美，如果不是疫情的缘故，本应带着好心情细细地感受下古城镇的年代感，多走走青石板路，不过我们也是幸运的。幸运地走完了我们的行程，29号返长沙，做完核酸，奔赴机场，现也接受完集中隔离，返回家中。愿张家界，凤凰尽早地热闹起来，这么美的景色需要更多人来欣赏。我们这次的导游老三，三哥，是一个朴实又不失幽默的一个白族的小伙子。旅途中给我们讲了很多当地的风土人情，历史文化，旅游线路安排地合理，细致入微，让我们有了最好的旅游体验，为他点赞！,0
一段非常满意的旅行，导游服务的很好，讲了很多的小知识，非常满意。,0
一直想来神农架，在**和携程上都看了，感觉携程安排的比较仔细，就选择了在携程上预定出游。很幸运遇到了比较细心的导游**和358司机蓝翔欧巴，一路上导游耐心讲解旅游注意事项，用餐和酒店安排的非常满意，为了让大家及时吃上饭，导游和司机大哥都是帮着餐馆端菜递饭，没吃饭就帮着大家把酒店安排好，很耐心也很负责。以后后面来的朋友能够跟我们一样幸运遇见他们。两天游神农架体验非常不错????????,0
一直想来神农架，趁着休假2天，在携程上查看了一下旅游线路，就下了单。行程安排与描述一致。比较轻松的行程，车船结合，船很豪华。适合全家老小。神农架以秀绿的亚高山自然风光与生物多样性为特色的自然生态旅游景点，景区内动植物资源十分丰富。走进神农架，像是走进了一个天然氧吧，空气确实好的。云海、奇石、峭壁、草甸等等，值得深深的探寻。如果下次有时间，一定要深入了解神农架，住上几天。避暑真是非常佳的选择。,0
一直没有很火团来普陀山，这次参团来的，美女导游小郭真的是很热情，服务态度超级棒，认真有耐心，讲解也到位，这次来的是最棒的一次，以后还会在携程参团,0
一直蛮期待的旅行，终于不负期望，各种安排都挺好的，以后还会来,0
一路上感恩陶梦炎导游，特别暖心！????,0
一路上风景十分好！住宿也十分满意！赵导服务更好！态度和蔼可亲，点赞！！,0
一路下来非常愉快赵导讲的非常清晰，脚受伤了，赵导非常照顾，感谢感恩,0
一路动车转汽车车程很远，但是很值得，团费没有含餐，但导游给安排的40元/人的团餐也还比较满意，去的当天气温较高，滑的一身汗，所以不用穿很多，建议不要在导游安排的租滑雪服的地方租滑雪装备，虽然比滑雪场一整套便宜了5元，但是衣服质量较差，气味难闻，还好自己一套都提前准备好，自费参加学圈，大人孩子都很喜欢，这个强烈推荐哦，整个跟团过程比较轻松！,0
一路向西，从湖南省会长沙出发，4个小时的车程来到神秘神奇的大湘西！坐车时间长，但“阿巍”导游一路给我们介绍张家界的美景，也不会很单调！团餐还可以，住宿也不错，玻璃桥的震撼，大峡谷的秀美，体验最长的天门山索道，玻璃栈道的刺激，大自然的鬼斧神功，真正让人赞叹不已，对天门山通天大道上的司机师傅也不得不佩服！沿途的旅行一直有导游的讲解和陪伴，玩的非常开心，阿巍导游脾气很好，总是对团队中的团友笑脸相迎！最后一天，来到艳遇之度，凤凰古城，夜景很漂亮，要是一个人来到这说不定真的会有意想不到的收获！总之这是一次完美的旅行，推荐来张家界的朋友都能遇到这样的导游，都来这样的旅行社参团！美丽的张家界，神秘神奇的大湘西，用心服务的阿巍导游，我们有缘再见！,0
一路山美水美风景美，导游热心人很好！,0
一路挺好，导游热情，玩的挺开心，湖南之旅美好开心,0
一路玩的挺好的，导游人也很好，没有强制消费，给出行加分不少，希望中国所有的导游都像这样,0
一路走来，感受颇多！佛门十分的清净！菩萨十分庄严！赵导游的讲解十分幽默风趣，佛门的知识十分丰富！！农家住宿也很干净！！,0
一路过来天门山风景非常漂亮，酒店不错，还行还行导游很好的景色优美覃导不错不错哈哈哈哈哈可以！！！,0
一路还挺开心不过在玻璃桥这里发生了一点点的小插曲，本来可以坐免费的车下来但是我们上错了，所以有点不开心其他的一切都还好景色也不错??酒店还有餐都挺好性价比超高的对比了很多家才选的这里下次有机会再来只是天气太热了，玻璃桥没有想象中那么刺激，因为不想走那么远所以没去参加自费所以在景点外面等了一会不过散拼嘛都是这样的不去看景点肯定只能在外面等喽，天门山还是刺激好玩的不过暑假过来真的会排队所以怕排队的人还是要好好考虑,0
一路顺利，地接服务到位，导游也服务周到，就是到行程最后导游的一个推销行为给大家留下了深刻印象哦！。。。,0
三人大热天来烧香，都是小白，还好有赵导的一路讲解，人也活泼好沟通，挺好的??生活向导马导也挺认真的全程紧跟，安排了很多事，方便我们了。,0
三刷普陀，第二次遇到于导。于导漂亮，耐心又细心，全程安排的妥妥的，省去了我们旅途的所有烦恼！本次祈福之路很圆满，明年有缘再来，有愿再来，还找于导！感谢！愿所有心愿都能实现！,0
三哥人很不错，景点介绍的很好，整体安排的都可以,0
三哥从刚上车就给我们讲解张家界的旅游景点，还有名人事迹，很负责，旅游的时候有不懂的问他也会讲解。没毛病三哥????,0
三哥很细致耐心，行程安排也很合理，给我们带来了一次很不错的体验，谢谢三哥啦????,0
三哥王玖屹三天下来方方面面都做到位了！是我见过的最好导游！,0
三天两夜的张家界之行圆满结束，导游很专业，线路规划很不错，玩的很开心！,0
"三天两夜的行程安排的很合理，参观的景点非常有特色，即观赏了黄龙洞,天门山等自然风光，又了解了湘西土家族,苗族等少数名族的风俗习性。蒲导游规划路线比较科学，整个行程不累，安排的住宿也干净卫生，达到了五星级的标准，讲解比较生动透彻，还教了我们部分苗语，非常有趣，重要的是几乎没有购物，还主动帮我们避坑。总之，是一次舒适愉快的人文景观之旅。",0
三天两晚的旅行结束啦！这次旅行，无论是酒店服务，还是行程的安排，都让我很满意。特别是阿莲导游耐心的陪伴，熟练有趣的讲解，都让我和朋友对张家界，芙蓉镇，凤凰古城有了更好的了解！很开心这次的旅行！,0
三天两晚的湘西之旅完美结束，辛苦我们的导游阿荣哥，全程为我们安排好的酒店好的饭菜凤凰很美，期待下次再来!,0
三天两晚的行程相当紧张！只因自己的时间有限！下次还来！我是在携程上订的！客服非常好！不管是大问题还是小问题都能及时解决！也不管多晚都相当有耐心！谢谢！,0
三天出游结束了，怀着一份眷恋，我们对导游阿满非常满意，无论从行程到住宿再到吃饭，都安排的非常妥当合理，在这几天的生活中也是无微不至，让我们体会到了湘西人的诚实质朴和热情，也领略到了张家界的绝美风光，度过了一段充满欢乐的旅程。大美张家界，我们期待再次来到这里。,0
"三天张家界之旅，感谢导游阿健的热情,感谢张家界有这样优秀的导游,感谢贵局培养出这么优秀的导游品质。?",0
三天很充实，安排很合理，小胖服务很热情也很周到，讲解了很多当地的风土人情，收获满满，五星好评！,0
三天旅程还是很开心的！蒋老三导游很负责，景点讲解的也很清楚！路上坐车确实很疲惫，但是景色还是美的。天门山顶风大温度低，需要带个厚一些的衣服，景区也有卖挡风雨衣的，15元一件！凤凰古城的夜景很好看，很热闹！少数民族的衣服很漂亮！辛苦导游和司机师傅了！,0
三天时间，行程安排很妥当，导游热情周到，吃住符合标准，总之就是一次不错的旅游体验！,0
三天河南的旅游，很庆幸可以遇到导游时晓明。在北京未出发前，就接到时导的电话，一句姐姐就让我对这个未谋面的导游印象深刻。第一天的自由活动，因为河南的出租车不足，让经常打车的我不知所措，这是时导的细心指示，方便了我们的出行，让我们顺利的避开高峰。清明小长假，人多的让我觉得看到了全中国的人，不过身为48名有老有小的大团的导游来说已经相当不容易，出门在外，尤其是清明小长假，年纪轻轻的时导已经是相当不容易，作为一直信任携程的我来讲，对此次导游的服务很是满意，希望可以给一路辛苦的时导给予好评。在车上，有人对时导的细枝末节有点微词。但是我认为，在这个临时的大家庭里，让每个人百分之百满意是不可能的，但是我觉得晓明已经很尽心尽力了，尤其是在假期，放下年幼的孩子，一路笑脸相迎，就算是有点瑕疵，也是可以被理解的，尤其是很多时候是客人而非导游的原因。还有一点需要给后来参团的朋友提醒，时导有个百宝囊，充电宝、针线盒、体温计，很方便也很贴心，我和儿子这次遇到时导很庆幸，希望下次您到河南也可以遇到她。,0
三天游玩下来看过了许多美景，从繁华的世界中心到荒芜的世界尽头。穿越过生死，心神困顿，眼神疲惫，风尘满面，只为一些绝世的光亮，一些心灵纯净的人，一些或许这次不做就无法再完成的事。风景就和人心是一样的，总是有自欺欺人的能力，让我们偏爱，并且舍不得放开。我们自己走在路上，背着行囊，或许疲惫，或许茫然。但是那些储存在干净离得风景和回忆是不会变的。它可以填补内心大多时候的空虚。最后感谢此次导游伍婷阿朵，一路过来，态度热情，服务细心，我们省了不少心。,0
三天玩的很开心，烟雨张家界也很美，凤凰夜景真美，住宿和团餐标准也满意！,0
三天的旅游有点小累，感谢刘导一路上的细心照顾，因为前行的是四个学生，刘导很是照顾，去到当地都一路细心清点人数，对慢节奏的孩子也是满脸微笑，没有一丝的不耐烦。对于景点的介绍很详细。强烈推荐加入刘导的团队！,0
三天的旅程，导游时晓明服务热情，讲解周到，介绍了非常多的历史文化知识，还介绍了VIP百宝箱，不错的旅行，就是假期人太多了。,0
三天的旅行很不错，导游邓芳一路上为大家讲解的每一个景点都非常细致，通过她的讲解，也让孩子了解了很多河南的历史和现在！还有准备的百宝箱增值服务很贴心！三天的时间有些短，以后还会再来体验这个历史文化之旅！,0
三天的湖南出行，不会很赶但要看的景点却一个也没落下，导游雪丽姐也很负责，人也风趣幽默，整个行程很愉快,0
三天的玻璃桥、天门山、凤凰古城之行非常开心。导游谢哥人非常好，尽职尽责、有求必应，每到一个景点都非常详细的介绍、陪玩。天门山山上雪比较多，谢哥跑前跑后提醒我们注意地滑，照顾无微不至，带着我们绕着天门山玩了一整圈也非常累。在凤凰古城的时候也再三提醒我们小心被宰。到了宾馆也提醒我们各种注意事项。几次团队餐也安排的不错。给谢哥以及开心假期旅行社点个大赞。,0
三天的行程蒋导游安排的很好，第一天去了大峡谷让我们自己活动，很好，对大家都很关心，第一天安排的酒店也很好，酒店很干净很好看，很舒服。第二天天气的原因，湖南就是多雨的季节，能理解，下的很大的雨，蒋导游还是很耐心的为我们带路，好心提醒我们，下雨路滑等，走到天门山上后来我迷路了，掉队了，给蒋导游打电话他也是很耐心细心的告诉我路程。下午又去了芙蓉镇，又去了凤凰，安排的民宿也很好。第三天呢天气又不好，下大雨，这是没办法的事情。但蒋导还是是很耐心的服务，为我们带路讲解湘西的风俗。总体这三天的行程很好，蒋导游人好心善，住的酒店也好，吃的饭也好。强推！,0
三天行程安排紧凑，何导讲解不错，满意的！,0
三天行程安排非常紧凑，对于初游之地还是比较适合，省去很多自行查找攻略的麻烦，导游的讲解更增添了行程中的景物色彩????吃喝也基本能按当地特色进行安排;景点间相距较远，旅游车接送很方便，四星的入住标准也很舒适。很靠谱也很好玩，下次还要再来,0
三天行程很满，不过车程略远，张家界景色没有想象中好，就是体验玻璃栈桥的，还是值得一去的。天门山的缆车是真的有点震撼，体验感和其他地方的不太一样，很棒！天气不好就是上到山顶看不到景色遗憾了。,0
三天行程都满满的，遗憾的是路程太远，坐车的时间太久，庆幸的是我们有个好导游，行程的安排连接非常好，没有浪费一点时间，保证了我们的游玩和休息，并且每个地方介绍的都非常仔细，很有耐心。张家界的景色真的很美，坐那么久的车也很值得，玻璃栈道和鬼谷栈道没有视频上看着那么恐怖，非常喜欢那个缆车，是我坐过最长最高和最贵的，高度像坐飞机一样，。魅力湘西的表演真的是美轮美奂，不愧是冯小刚导演的，改变了我对民族节目的看法。凤凰古城的夜景非常美，很多商铺和酒吧，我们这次没有任何强制消费，非常棒！,0
三天行程顺利结束????这几天为我选择报这样的团感到幸运，行程安排非常好导游旭哥非常负责会跟我们讲很多当地的人文文化后面还买冰棒给我们吃????吃住都OK的放心去大胆的报吧性价比nice，对了我报的一价全含没有任何隐形消费哦,0
三天行程，安排的特别合理，徐导很热情，照顾的很周到！吃的也很好，人也很帅，忙前忙后，很认真，张家界风景无限好，玻璃栈道十分刺激！凤凰古城一定要看看夜景！湘西之行愉快的结束了！棒棒哒！阿健导游也很好！,0
三天过的很快乐,0
三年后，又是毛导带队，缘分啊，三年敬业，很赞！,0
三日行程很充实，很幸运去天门山⛰️是晴天☀️，天门山真的好看，美不胜收啊！导游全程服务很好，让我们很愉快的结束旅程！,0
下了大巴车就有导游来接待，陶导。分了旅行牌挂衣服上，点明聚合，等等一系列的安排。先吃了中饭，度了船，寄了行李。还来了一位帅哥毛导。真是一对帅哥美女搭档。整整两天的安排，非常满意，陶导负责讲解工作，毛导负责后勤工作，把一团的人安排得很好。辛苦了陶导毛导,0
下次再来。,0
下次再来游人很多很干净…???缘再来了！,0
下次有缘再啦，希望心想事成,0
下次有缘再来。,0
下次有缘再聚，普陀山人杰地灵。心想事成，万事如意！,0
下次还会再来,0
下次还来！,0
下雨天在我们王导和马导的带领之下旅途顺利圆满，服务很好,0
下雨天，于导和马导带的很辛苦~整个行程安排的很好,0
下雨，没感觉多好，尤其是玻璃栈道，没感觉就过去了，导游很热情，服务到位,0
不一样的天气有不一样的景色吧我来是阴雨天个人觉得雨天不好出行但是景色还是很美的云雾缭绕女朋友马上变小仙女,0
不到现场，是体验不到张家界风景给我们的震撼的，网上的图虽然已经很美了，但是拍不出看到的自然美，强烈给大家推荐，大自然的鬼斧神工体现的淋漓尽致，吃住都不错，价格也实惠！,0
不厌其烦热情活泼幽默风趣干练细心博学大方烂熟于心如数家珍滔滔不绝吐字清晰,0
不得不说，导游小李是本次行程的一个亮点，人不错，行程安排的很好，避开人流，避免在酷暑中排队的时间！热情的为大家服务！,0
不是第一次去宜昌了，每次都有不一样的感受！喜欢贴近大自然！很早就像去神农架，感谢谢忠玲谢导这两天的安排，为了保证五一的出行质量，稍微调整了一下行程，很细心。根本没感觉到像电视中看到的五一现象，人还是比较少的，可能是运气好，团里的人也都比较积极配合，又一次感受到宜昌的美和神秘！期待下次的宜昌之旅！,0
不是第一次来普陀，但是第一次跟团游，关于礼佛方面赵导游说的很到位，服务也热情,0
不枉此行，张家界很美，凤凰古城夜景很美。,0
不知道用什么语言来形容、真的是太满意了、犹豫了很久还是选择在携程、因为很靠谱、导游老三（王玖屹）很热情、很周到有耐心、有想来张家界这里的不要犹豫了、肯定让你们不虚此行哦！,0
不虚此行啊，过程有点累但是风景美丽，唯一的遗憾就是凤凰古城突降暴雨最美夜景没有欣赏到，但是总体来说还是很好的***，下次有机会再去。,0
不虚此行经验丰富服务热情 ,0
不虚此行，出差顺便去看了神龙架,0
不虚此行，导游领着一路祈福看风景，好快活。导游知道的真多，出口成章，指点我们如何点香拜佛，住的房间有点小，但是睡得很好，虽然在海边但是不潮。就是睡着痒痒,0
